dexnumber, species, form, type1, type2, base catch rate, base flee rate, stamina, attack, defense, quick moves, charge moves, elite quick moves, elite charge moves, third move dust, third move candy, purify dust, purify candy
493,ARCEUS,ROCK,POKEMON_TYPE_ROCK,,0.02,, 237, 238, 238, IRON_TAIL_FAST SHADOW_CLAW_FAST,FUTURESIGHT HYPER_BEAM OUTRAGE, , , 100000,100, , 
493,ARCEUS,STEEL,POKEMON_TYPE_STEEL,,0.02,, 237, 238, 238, IRON_TAIL_FAST SHADOW_CLAW_FAST,FUTURESIGHT HYPER_BEAM OUTRAGE, , , 100000,100, , 
493,ARCEUS,WATER,POKEMON_TYPE_WATER,,0.02,, 237, 238, 238, IRON_TAIL_FAST SHADOW_CLAW_FAST,FUTURESIGHT HYPER_BEAM OUTRAGE, , , 100000,100, , 
494,VICTINI,,POKEMON_TYPE_PSYCHIC,POKEMON_TYPE_FIRE,100.0,, 225, 210, 210, CONFUSION_FAST QUICK_ATTACK_FAST,OVERHEAT FOCUS_BLAST PSYCHIC V_CREATE, , , 100000,100, , 
495,SNIVY,,POKEMON_TYPE_GRASS,,0.2,0.1, 128, 88, 107, TACKLE_FAST VINE_WHIP_FAST,ENERGY_BALL SEED_BOMB WRAP, , , 10000,25, , 
496,SERVINE,,POKEMON_TYPE_GRASS,,0.1,0.1, 155, 122, 152, IRON_TAIL_FAST VINE_WHIP_FAST,GRASS_KNOT LEAF_TORNADO WRAP, , , 10000,25, , 
497,SERPERIOR,,POKEMON_TYPE_GRASS,,0.05,0.05, 181, 161, 204, IRON_TAIL_FAST VINE_WHIP_FAST,GRASS_KNOT LEAF_TORNADO AERIAL_ACE, , FRENZY_PLANT, 10000,25, , 
498,TEPIG,,POKEMON_TYPE_FIRE,,0.2,0.1, 163, 115, 85, TACKLE_FAST EMBER_FAST,FLAME_CHARGE FLAMETHROWER BODY_SLAM, , , 10000,25, , 
499,PIGNITE,,POKEMON_TYPE_FIRE,POKEMON_TYPE_FIGHTING,0.1,0.07, 207, 173, 106, TACKLE_FAST EMBER_FAST,FLAME_CHARGE FLAMETHROWER ROCK_TOMB, , , 10000,25, , 
500,EMBOAR,,POKEMON_TYPE_FIRE,POKEMON_TYPE_FIGHTING,0.05,0.05, 242, 235, 127, LOW_KICK_FAST EMBER_FAST,HEAT_WAVE ROCK_SLIDE FOCUS_BLAST FLAME_CHARGE, , , 10000,25, , 
501,OSHAWOTT,,POKEMON_TYPE_WATER,,0.2,0.1, 146, 117, 85, TACKLE_FAST WATER_GUN_FAST,AQUA_TAIL WATER_PULSE NIGHT_SLASH, , , 10000,25, , 
502,DEWOTT,,POKEMON_TYPE_WATER,,0.1,0.07, 181, 159, 116, FURY_CUTTER_FAST WATER_GUN_FAST,AQUA_TAIL WATER_PULSE X_SCISSOR, , , 10000,25, , 
503,SAMUROTT,,POKEMON_TYPE_WATER,,0.05,0.05, 216, 212, 157, FURY_CUTTER_FAST WATERFALL_FAST,HYDRO_PUMP BLIZZARD MEGAHORN, , , 10000,25, , 
504,PATRAT,,POKEMON_TYPE_NORMAL,,0.5,0.2, 128, 98, 73, TACKLE_FAST BITE_FAST,DIG HYPER_FANG GRASS_KNOT, , , 10000,25, , 
505,WATCHOG,,POKEMON_TYPE_NORMAL,,0.2,0.07, 155, 165, 139, LOW_KICK_FAST BITE_FAST,CRUNCH HYPER_FANG GRASS_KNOT, , , 10000,25, , 
506,LILLIPUP,,POKEMON_TYPE_NORMAL,,0.5,0.2, 128, 107, 86, TACKLE_FAST TAKE_DOWN_FAST,THUNDERBOLT ROCK_TOMB DIG, , , 10000,25, , 
507,HERDIER,,POKEMON_TYPE_NORMAL,,0.25,0.09, 163, 145, 126, LICK_FAST TAKE_DOWN_FAST,THUNDERBOLT PLAY_ROUGH DIG, , , 10000,25, , 
508,STOUTLAND,,POKEMON_TYPE_NORMAL,,0.125,0.05, 198, 206, 182, LICK_FAST TAKE_DOWN_FAST ICE_FANG_FAST,WILD_CHARGE PLAY_ROUGH CRUNCH, , , 10000,25, , 
509,PURRLOIN,,POKEMON_TYPE_DARK,,0.5,0.2, 121, 98, 73, SCRATCH_FAST SUCKER_PUNCH_FAST,NIGHT_SLASH PLAY_ROUGH DARK_PULSE, , , 10000,25, , 
510,LIEPARD,,POKEMON_TYPE_DARK,,0.2,0.07, 162, 187, 106, CHARM_FAST SNARL_FAST,GUNK_SHOT PLAY_ROUGH DARK_PULSE PAYBACK, , , 10000,25, , 
511,PANSAGE,,POKEMON_TYPE_GRASS,,0.5,0.2, 137, 104, 94, SCRATCH_FAST VINE_WHIP_FAST,ENERGY_BALL SEED_BOMB CRUNCH, , , 50000,50, , 
512,SIMISAGE,,POKEMON_TYPE_GRASS,,0.2,0.07, 181, 206, 133, BITE_FAST VINE_WHIP_FAST,SOLAR_BEAM GRASS_KNOT CRUNCH, , , 50000,50, , 
513,PANSEAR,,POKEMON_TYPE_FIRE,,0.5,0.2, 137, 104, 94, SCRATCH_FAST FIRE_SPIN_FAST,FLAME_BURST FLAME_CHARGE CRUNCH, , , 50000,50, , 
514,SIMISEAR,,POKEMON_TYPE_FIRE,,0.2,0.07, 181, 206, 133, BITE_FAST FIRE_SPIN_FAST,FLAMETHROWER FIRE_BLAST CRUNCH, , , 50000,50, , 
515,PANPOUR,,POKEMON_TYPE_WATER,,0.5,0.2, 137, 104, 94, SCRATCH_FAST WATER_GUN_FAST,SURF WATER_PULSE CRUNCH, , , 50000,50, , 
516,SIMIPOUR,,POKEMON_TYPE_WATER,,0.2,0.07, 181, 206, 133, BITE_FAST WATER_GUN_FAST,SURF HYDRO_PUMP CRUNCH, , , 50000,50, , 
517,MUNNA,,POKEMON_TYPE_PSYCHIC,,0.5,0.2, 183, 111, 92, ZEN_HEADBUTT_FAST CHARGE_BEAM_FAST,PSYBEAM DAZZLING_GLEAM PSYSHOCK, , , 50000,50, , 
518,MUSHARNA,,POKEMON_TYPE_PSYCHIC,,0.2,0.07, 253, 183, 166, ZEN_HEADBUTT_FAST CHARGE_BEAM_FAST,FUTURESIGHT DAZZLING_GLEAM PSYSHOCK, , , 50000,50, , 
519,PIDOVE,,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FLYING,0.5,0.2, 137, 98, 80, QUICK_ATTACK_FAST AIR_SLASH_FAST,HEAT_WAVE AERIAL_ACE AIR_CUTTER, , , 10000,25, , 
520,TRANQUILL,,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FLYING,0.25,0.09, 158, 144, 107, AIR_SLASH_FAST STEEL_WING_FAST,HEAT_WAVE AERIAL_ACE SKY_ATTACK, , , 10000,25, , 
521,UNFEZANT,,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FLYING,0.125,0.05, 190, 226, 146, AIR_SLASH_FAST STEEL_WING_FAST,HEAT_WAVE HYPER_BEAM SKY_ATTACK, , , 10000,25, , 
522,BLITZLE,,POKEMON_TYPE_ELECTRIC,,0.3,0.1, 128, 118, 64, QUICK_ATTACK_FAST SPARK_FAST,FLAME_CHARGE DISCHARGE THUNDERBOLT, , , 50000,50, , 
523,ZEBSTRIKA,,POKEMON_TYPE_ELECTRIC,,0.1,0.07, 181, 211, 136, LOW_KICK_FAST SPARK_FAST,FLAME_CHARGE DISCHARGE WILD_CHARGE, , , 50000,50, , 
524,ROGGENROLA,,POKEMON_TYPE_ROCK,,0.5,0.15, 146, 121, 110, TACKLE_FAST SMACK_DOWN_FAST,BULLDOZE ROCK_BLAST STONE_EDGE, , , 50000,50, , 
525,BOLDORE,,POKEMON_TYPE_ROCK,,0.25,0.07, 172, 174, 143, MUD_SLAP_FAST SMACK_DOWN_FAST,ROCK_SLIDE BULLDOZE STONE_EDGE, , , 50000,50, , 
526,GIGALITH,,POKEMON_TYPE_ROCK,,0.125,0.05, 198, 226, 201, MUD_SLAP_FAST SMACK_DOWN_FAST,ROCK_SLIDE SOLAR_BEAM SUPER_POWER HEAVY_SLAM, , , 50000,50, , 
527,WOOBAT,,POKEMON_TYPE_PSYCHIC,POKEMON_TYPE_FLYING,0.5,0.2, 163, 107, 85, CONFUSION_FAST AIR_SLASH_FAST,AIR_CUTTER AERIAL_ACE PSYSHOCK, , , 10000,25, , 
528,SWOOBAT,,POKEMON_TYPE_PSYCHIC,POKEMON_TYPE_FLYING,0.2,0.07, 167, 161, 119, CONFUSION_FAST AIR_SLASH_FAST,PSYCHIC AERIAL_ACE FUTURESIGHT, , , 10000,25, , 
529,DRILBUR,,POKEMON_TYPE_GROUND,,0.5,0.2, 155, 154, 85, SCRATCH_FAST MUD_SLAP_FAST,ROCK_TOMB DIG DRILL_RUN, , , 50000,50, , 
530,EXCADRILL,,POKEMON_TYPE_GROUND,POKEMON_TYPE_STEEL,0.2,0.07, 242, 255, 129, METAL_CLAW_FAST MUD_SLAP_FAST MUD_SHOT_FAST,ROCK_SLIDE EARTHQUAKE DRILL_RUN IRON_HEAD, , , 50000,50, , 
531,AUDINO,,POKEMON_TYPE_NORMAL,,0.05,0.05, 230, 114, 163, POUND_FAST ZEN_HEADBUTT_FAST,DISARMING_VOICE DAZZLING_GLEAM HYPER_BEAM, , , 50000,50, , 
532,TIMBURR,,POKEMON_TYPE_FIGHTING,,0.5,0.15, 181, 134, 87, LOW_KICK_FAST POUND_FAST,LOW_SWEEP BRICK_BREAK ROCK_TOMB, , , 75000,75, , 
533,GURDURR,,POKEMON_TYPE_FIGHTING,,0.25,0.07, 198, 180, 134, LOW_KICK_FAST POISON_JAB_FAST,LOW_SWEEP BRICK_BREAK STONE_EDGE, , , 75000,75, , 
534,CONKELDURR,,POKEMON_TYPE_FIGHTING,,0.125,0.05, 233, 243, 158, COUNTER_FAST POISON_JAB_FAST,DYNAMIC_PUNCH FOCUS_BLAST STONE_EDGE, , , 75000,75, , 
535,TYMPOLE,,POKEMON_TYPE_WATER,,0.5,0.15, 137, 98, 78, MUD_SHOT_FAST BUBBLE_FAST,WATER_PULSE MUD_BOMB SLUDGE_WAVE, , , 50000,50, , 
536,PALPITOAD,,POKEMON_TYPE_WATER,POKEMON_TYPE_GROUND,0.25,0.07, 181, 128, 109, MUD_SHOT_FAST BUBBLE_FAST,WATER_PULSE EARTH_POWER SLUDGE_WAVE, , , 50000,50, , 
537,SEISMITOAD,,POKEMON_TYPE_WATER,POKEMON_TYPE_GROUND,0.125,0.05, 233, 188, 150, MUD_SHOT_FAST BUBBLE_FAST,MUDDY_WATER EARTH_POWER SLUDGE_BOMB, , , 50000,50, , 
538,THROH,,POKEMON_TYPE_FIGHTING,,0.2,0.07, 260, 172, 160, LOW_KICK_FAST ZEN_HEADBUTT_FAST,FOCUS_BLAST LOW_SWEEP BODY_SLAM, , , 75000,75, , 
539,SAWK,,POKEMON_TYPE_FIGHTING,,0.2,0.07, 181, 231, 153, LOW_KICK_FAST POISON_JAB_FAST,FOCUS_BLAST LOW_SWEEP BODY_SLAM, , , 75000,75, , 
540,SEWADDLE,,POKEMON_TYPE_BUG,POKEMON_TYPE_GRASS,0.5,0.15, 128, 96, 124, STRUGGLE_BUG_FAST BUG_BITE_FAST,ENERGY_BALL SEED_BOMB SILVER_WIND, , , 10000,25, , 
541,SWADLOON,,POKEMON_TYPE_BUG,POKEMON_TYPE_GRASS,0.25,0.07, 146, 115, 162, STRUGGLE_BUG_FAST BUG_BITE_FAST,ENERGY_BALL BUG_BUZZ SILVER_WIND, , , 10000,25, , 
542,LEAVANNY,,POKEMON_TYPE_BUG,POKEMON_TYPE_GRASS,0.125,0.05, 181, 205, 165, RAZOR_LEAF_FAST BUG_BITE_FAST,LEAF_BLADE X_SCISSOR SILVER_WIND LEAF_STORM, , , 10000,25, , 
543,VENIPEDE,,POKEMON_TYPE_BUG,POKEMON_TYPE_POISON,0.3,0.1, 102, 83, 99, BUG_BITE_FAST POISON_STING_FAST,SIGNAL_BEAM SLUDGE_BOMB GYRO_BALL, , , 10000,25, , 
544,WHIRLIPEDE,,POKEMON_TYPE_BUG,POKEMON_TYPE_POISON,0.15,0.05, 120, 100, 173, BUG_BITE_FAST POISON_STING_FAST,SIGNAL_BEAM SLUDGE_BOMB GYRO_BALL, , , 10000,25, , 
545,SCOLIPEDE,,POKEMON_TYPE_BUG,POKEMON_TYPE_POISON,0.2,0.07, 155, 203, 175, BUG_BITE_FAST POISON_JAB_FAST,MEGAHORN SLUDGE_BOMB GYRO_BALL X_SCISSOR, , , 10000,25, , 
546,COTTONEE,,POKEMON_TYPE_GRASS,POKEMON_TYPE_FAIRY,0.3,0.1, 120, 71, 111, CHARM_FAST RAZOR_LEAF_FAST,ENERGY_BALL SEED_BOMB GRASS_KNOT, , , 10000,25, , 
547,WHIMSICOTT,,POKEMON_TYPE_GRASS,POKEMON_TYPE_FAIRY,0.15,0.05, 155, 164, 176, CHARM_FAST RAZOR_LEAF_FAST,GRASS_KNOT HURRICANE MOONBLAST, , , 10000,25, , 
548,PETILIL,,POKEMON_TYPE_GRASS,,0.3,0.1, 128, 119, 91, CHARM_FAST HIDDEN_POWER_FAST,ENERGY_BALL SEED_BOMB, , , 10000,25, , 
549,LILLIGANT,,POKEMON_TYPE_GRASS,,0.15,0.05, 172, 214, 155, CHARM_FAST HIDDEN_POWER_FAST,PETAL_BLIZZARD HYPER_BEAM SOLAR_BEAM, , , 10000,25, , 
550,BASCULIN,,POKEMON_TYPE_WATER,,0.2,0.07, 172, 189, 129, TACKLE_FAST WATER_GUN_FAST,AQUA_JET AQUA_TAIL MUDDY_WATER, , , 10000,25, , 
550,BASCULIN,BLUE_STRIPED,POKEMON_TYPE_WATER,,0.2,0.07, 172, 189, 129, TACKLE_FAST WATER_GUN_FAST,AQUA_JET AQUA_TAIL MUDDY_WATER, , , 10000,25, , 
550,BASCULIN,RED_STRIPED,POKEMON_TYPE_WATER,,0.2,0.07, 172, 189, 129, TACKLE_FAST WATER_GUN_FAST,AQUA_JET AQUA_TAIL MUDDY_WATER, , , 10000,25, , 
551,SANDILE,,POKEMON_TYPE_GROUND,POKEMON_TYPE_DARK,0.5,0.15, 137, 132, 69, BITE_FAST MUD_SLAP_FAST,DIG CRUNCH BULLDOZE, , , 75000,75, , 
552,KROKOROK,,POKEMON_TYPE_GROUND,POKEMON_TYPE_DARK,0.25,0.07, 155, 155, 90, BITE_FAST MUD_SLAP_FAST,EARTHQUAKE CRUNCH BULLDOZE, , , 75000,75, , 
553,KROOKODILE,,POKEMON_TYPE_GROUND,POKEMON_TYPE_DARK,0.125,0.05, 216, 229, 158, SNARL_FAST MUD_SLAP_FAST,EARTHQUAKE CRUNCH OUTRAGE, , , 75000,75, , 
554,DARUMAKA,,POKEMON_TYPE_FIRE,,0.3,0.09, 172, 153, 86, TACKLE_FAST FIRE_FANG_FAST,FIRE_PUNCH FLAME_CHARGE, , , 50000,50, , 
554,DARUMAKA,GALARIAN,POKEMON_TYPE_ICE,,0.3,0.09, 172, 153, 86, TACKLE_FAST ICE_FANG_FAST,ICE_PUNCH ICE_BEAM, , , 50000,50, , 
554,DARUMAKA,NORMAL,POKEMON_TYPE_FIRE,,0.3,0.09, 172, 153, 86, TACKLE_FAST FIRE_FANG_FAST,FIRE_PUNCH FLAME_CHARGE, , , 50000,50, , 
554,DARUMAKA,PURIFIED,POKEMON_TYPE_FIRE,,0.3,0.09, 172, 153, 86, TACKLE_FAST FIRE_FANG_FAST,FIRE_PUNCH FLAME_CHARGE, , , 50000,50, , 
554,DARUMAKA,SHADOW,POKEMON_TYPE_FIRE,,0.05,0.09, 172, 153, 86, TACKLE_FAST FIRE_FANG_FAST,FIRE_PUNCH FLAME_CHARGE, , , 50000,50, 3000, 3
555,DARMANITAN,,POKEMON_TYPE_FIRE,,0.1,0.07, 233, 263, 114, TACKLE_FAST FIRE_FANG_FAST INCINERATE_FAST,OVERHEAT FOCUS_BLAST PSYCHIC ROCK_SLIDE, , , 50000,50, , 
555,DARMANITAN,GALARIAN_STANDARD,POKEMON_TYPE_ICE,,0.1,0.07, 233, 263, 114, TACKLE_FAST ICE_FANG_FAST,OVERHEAT AVALANCHE SUPER_POWER ICE_PUNCH, , , 50000,50, , 
555,DARMANITAN,GALARIAN_ZEN,POKEMON_TYPE_ICE,POKEMON_TYPE_FIRE,0.1,0.07, 233, 323, 123, TACKLE_FAST ICE_FANG_FAST,OVERHEAT AVALANCHE SUPER_POWER ICE_PUNCH, , , 50000,50, , 
555,DARMANITAN,STANDARD,POKEMON_TYPE_FIRE,,0.1,0.07, 233, 263, 114, TACKLE_FAST FIRE_FANG_FAST INCINERATE_FAST,OVERHEAT FOCUS_BLAST PSYCHIC ROCK_SLIDE, , , 50000,50, , 
555,DARMANITAN,ZEN,POKEMON_TYPE_FIRE,POKEMON_TYPE_PSYCHIC,0.1,0.07, 233, 243, 202, TACKLE_FAST FIRE_FANG_FAST INCINERATE_FAST,OVERHEAT FOCUS_BLAST PSYCHIC ROCK_SLIDE, , , 50000,50, , 
556,MARACTUS,,POKEMON_TYPE_GRASS,,0.2,0.07, 181, 201, 130, BULLET_SEED_FAST POISON_JAB_FAST,AERIAL_ACE PETAL_BLIZZARD SOLAR_BEAM, , , 10000,25, , 
557,DWEBBLE,,POKEMON_TYPE_BUG,POKEMON_TYPE_ROCK,0.3,0.1, 137, 118, 128, CUT_FAST SMACK_DOWN_FAST,ROCK_BLAST X_SCISSOR ROCK_TOMB, , , 10000,25, , 
558,CRUSTLE,,POKEMON_TYPE_BUG,POKEMON_TYPE_ROCK,0.1,0.07, 172, 188, 200, FURY_CUTTER_FAST SMACK_DOWN_FAST,ROCK_BLAST X_SCISSOR ROCK_SLIDE, , , 10000,25, , 
559,SCRAGGY,,POKEMON_TYPE_DARK,POKEMON_TYPE_FIGHTING,0.3,0.09, 137, 132, 132, ROCK_SMASH_FAST FEINT_ATTACK_FAST,ACID_SPRAY BRICK_BREAK FOUL_PLAY, , , 50000,50, , 
560,SCRAFTY,,POKEMON_TYPE_DARK,POKEMON_TYPE_FIGHTING,0.1,0.07, 163, 163, 222, COUNTER_FAST SNARL_FAST,ACID_SPRAY POWER_UP_PUNCH FOUL_PLAY, , , 50000,50, , 
561,SIGILYPH,,POKEMON_TYPE_PSYCHIC,POKEMON_TYPE_FLYING,0.2,0.07, 176, 204, 167, AIR_SLASH_FAST ZEN_HEADBUTT_FAST,AIR_CUTTER PSYBEAM ANCIENT_POWER SIGNAL_BEAM, , , 75000,75, , 
562,YAMASK,,POKEMON_TYPE_GHOST,,0.3,0.1, 116, 95, 141, ASTONISH_FAST ZEN_HEADBUTT_FAST,SHADOW_BALL DARK_PULSE OMINOUS_WIND, , , 50000,50, , 
562,YAMASK,GALARIAN,POKEMON_TYPE_GROUND,POKEMON_TYPE_GHOST,0.3,0.1, 116, 95, 141, ASTONISH_FAST,NIGHT_SHADE ROCK_TOMB, , , 50000,50, , 
562,YAMASK,NORMAL,POKEMON_TYPE_GHOST,,0.3,0.1, 116, 95, 141, ASTONISH_FAST ZEN_HEADBUTT_FAST,SHADOW_BALL DARK_PULSE OMINOUS_WIND, , , 50000,50, , 
562,YAMASK,PURIFIED,POKEMON_TYPE_GHOST,,0.3,0.1, 116, 95, 141, ASTONISH_FAST ZEN_HEADBUTT_FAST,SHADOW_BALL DARK_PULSE OMINOUS_WIND, , , 50000,50, , 
562,YAMASK,SHADOW,POKEMON_TYPE_GHOST,,0.05,0.1, 116, 95, 141, ASTONISH_FAST ZEN_HEADBUTT_FAST,SHADOW_BALL DARK_PULSE OMINOUS_WIND, , , 50000,50, 3000, 3
563,COFAGRIGUS,,POKEMON_TYPE_GHOST,,0.1,0.07, 151, 163, 237, ASTONISH_FAST ZEN_HEADBUTT_FAST,SHADOW_BALL DARK_PULSE PSYCHIC, , , 50000,50, , 
563,COFAGRIGUS,NORMAL,POKEMON_TYPE_GHOST,,0.1,0.07, 151, 163, 237, ASTONISH_FAST ZEN_HEADBUTT_FAST,SHADOW_BALL DARK_PULSE PSYCHIC, , , 50000,50, , 
563,COFAGRIGUS,PURIFIED,POKEMON_TYPE_GHOST,,0.1,0.07, 151, 163, 237, ASTONISH_FAST ZEN_HEADBUTT_FAST,SHADOW_BALL DARK_PULSE PSYCHIC, , , 50000,50, , 
563,COFAGRIGUS,SHADOW,POKEMON_TYPE_GHOST,,0.1,0.07, 151, 163, 237, ASTONISH_FAST ZEN_HEADBUTT_FAST,SHADOW_BALL DARK_PULSE PSYCHIC, , , 50000,50, 3000, 3
564,TIRTOUGA,,POKEMON_TYPE_WATER,POKEMON_TYPE_ROCK,0.3,0.1, 144, 134, 146, WATER_GUN_FAST BITE_FAST,SURF ANCIENT_POWER BODY_SLAM, , , 75000,75, , 
565,CARRACOSTA,,POKEMON_TYPE_WATER,POKEMON_TYPE_ROCK,0.1,0.07, 179, 192, 197, WATER_GUN_FAST ROCK_THROW_FAST,SURF ANCIENT_POWER BODY_SLAM, , , 75000,75, , 
566,ARCHEN,,POKEMON_TYPE_ROCK,POKEMON_TYPE_FLYING,0.3,0.09, 146, 213, 89, QUICK_ATTACK_FAST WING_ATTACK_FAST,DRAGON_CLAW ANCIENT_POWER CRUNCH, , , 75000,75, , 
567,ARCHEOPS,,POKEMON_TYPE_ROCK,POKEMON_TYPE_FLYING,0.1,0.07, 181, 292, 139, STEEL_WING_FAST WING_ATTACK_FAST,DRAGON_CLAW ANCIENT_POWER CRUNCH, , , 75000,75, , 
568,TRUBBISH,,POKEMON_TYPE_POISON,,0.3,0.09, 137, 96, 122, POUND_FAST TAKE_DOWN_FAST,GUNK_SHOT SEED_BOMB GUNK_SHOT, , , 50000,50, , 
569,GARBODOR,,POKEMON_TYPE_POISON,,0.1,0.07, 190, 181, 164, INFESTATION_FAST TAKE_DOWN_FAST,ACID_SPRAY SEED_BOMB GUNK_SHOT BODY_SLAM, , , 50000,50, , 
570,ZORUA,,POKEMON_TYPE_DARK,,0.3,0.09, 120, 153, 78, SCRATCH_FAST FEINT_ATTACK_FAST,FOUL_PLAY AERIAL_ACE DARK_PULSE, , , 75000,75, , 
571,ZOROARK,,POKEMON_TYPE_DARK,,0.1,0.07, 155, 250, 127, SHADOW_CLAW_FAST SNARL_FAST,FOUL_PLAY SLUDGE_BOMB FLAMETHROWER, , , 75000,75, , 
572,MINCCINO,,POKEMON_TYPE_NORMAL,,0.3,0.1, 146, 98, 80, POUND_FAST CHARM_FAST,SWIFT THUNDERBOLT AQUA_TAIL, , , 50000,50, , 
573,CINCCINO,,POKEMON_TYPE_NORMAL,,0.1,0.07, 181, 198, 130, POUND_FAST CHARM_FAST,HYPER_BEAM THUNDERBOLT AQUA_TAIL, , , 50000,50, , 
574,GOTHITA,,POKEMON_TYPE_PSYCHIC,,0.5,0.15, 128, 98, 112, POUND_FAST CONFUSION_FAST,PSYBEAM PSYSHOCK PSYCHIC, , , 50000,50, , 
575,GOTHORITA,,POKEMON_TYPE_PSYCHIC,,0.25,0.07, 155, 137, 153, POUND_FAST CONFUSION_FAST,PSYBEAM FUTURESIGHT PSYCHIC, , , 50000,50, , 
576,GOTHITELLE,,POKEMON_TYPE_PSYCHIC,,0.125,0.05, 172, 176, 205, CHARM_FAST CONFUSION_FAST,ROCK_SLIDE FUTURESIGHT PSYCHIC, , , 50000,50, , 
577,SOLOSIS,,POKEMON_TYPE_PSYCHIC,,0.5,0.15, 128, 170, 83, HIDDEN_POWER_FAST ZEN_HEADBUTT_FAST,PSYSHOCK NIGHT_SHADE THUNDER, , , 50000,50, , 
578,DUOSION,,POKEMON_TYPE_PSYCHIC,,0.25,0.07, 163, 208, 103, HIDDEN_POWER_FAST ZEN_HEADBUTT_FAST,PSYSHOCK NIGHT_SHADE THUNDER, , , 50000,50, , 
579,REUNICLUS,,POKEMON_TYPE_PSYCHIC,,0.125,0.05, 242, 214, 148, HIDDEN_POWER_FAST ZEN_HEADBUTT_FAST,FUTURESIGHT SHADOW_BALL THUNDER, , , 50000,50, , 
580,DUCKLETT,,POKEMON_TYPE_WATER,POKEMON_TYPE_FLYING,0.5,0.15, 158, 84, 96, WATER_GUN_FAST WING_ATTACK_FAST,AERIAL_ACE BUBBLE_BEAM BRAVE_BIRD, , , 50000,50, , 
581,SWANNA,,POKEMON_TYPE_WATER,POKEMON_TYPE_FLYING,0.4,0.12, 181, 182, 132, WATER_GUN_FAST AIR_SLASH_FAST,ICE_BEAM BUBBLE_BEAM HURRICANE, , , 50000,50, , 
582,VANILLITE,,POKEMON_TYPE_ICE,,0.4,0.07, 113, 118, 106, POWDER_SNOW_FAST ASTONISH_FAST,ICY_WIND ICE_BEAM SIGNAL_BEAM, , , 50000,50, , 
583,VANILLISH,,POKEMON_TYPE_ICE,,0.05,0.05, 139, 151, 138, FROST_BREATH_FAST ASTONISH_FAST,ICY_WIND ICE_BEAM SIGNAL_BEAM, , , 50000,50, , 
584,VANILLUXE,,POKEMON_TYPE_ICE,,0.125,0.05, 174, 218, 184, FROST_BREATH_FAST ASTONISH_FAST,BLIZZARD FLASH_CANNON SIGNAL_BEAM, , , 50000,50, , 
585,DEERLING,,POKEMON_TYPE_NORMAL,POKEMON_TYPE_GRASS,0.3,0.1, 155, 115, 100, TACKLE_FAST TAKE_DOWN_FAST,ENERGY_BALL SEED_BOMB WILD_CHARGE, , , 50000,50, , 
585,DEERLING,AUTUMN,POKEMON_TYPE_NORMAL,POKEMON_TYPE_GRASS,0.3,0.1, 155, 115, 100, TACKLE_FAST TAKE_DOWN_FAST,ENERGY_BALL SEED_BOMB WILD_CHARGE, , , 50000,50, , 
585,DEERLING,SPRING,POKEMON_TYPE_NORMAL,POKEMON_TYPE_GRASS,0.3,0.1, 155, 115, 100, TACKLE_FAST TAKE_DOWN_FAST,ENERGY_BALL SEED_BOMB WILD_CHARGE, , , 50000,50, , 
585,DEERLING,SUMMER,POKEMON_TYPE_NORMAL,POKEMON_TYPE_GRASS,0.3,0.1, 155, 115, 100, TACKLE_FAST TAKE_DOWN_FAST,ENERGY_BALL SEED_BOMB WILD_CHARGE, , , 50000,50, , 
585,DEERLING,WINTER,POKEMON_TYPE_NORMAL,POKEMON_TYPE_GRASS,0.3,0.1, 155, 115, 100, TACKLE_FAST TAKE_DOWN_FAST,ENERGY_BALL SEED_BOMB WILD_CHARGE, , , 50000,50, , 
586,SAWSBUCK,,POKEMON_TYPE_NORMAL,POKEMON_TYPE_GRASS,0.15,0.05, 190, 198, 146, FEINT_ATTACK_FAST TAKE_DOWN_FAST,MEGAHORN SOLAR_BEAM WILD_CHARGE HYPER_BEAM, , , 50000,50, , 
586,SAWSBUCK,AUTUMN,POKEMON_TYPE_NORMAL,POKEMON_TYPE_GRASS,0.15,0.05, 190, 198, 146, FEINT_ATTACK_FAST TAKE_DOWN_FAST,MEGAHORN SOLAR_BEAM WILD_CHARGE HYPER_BEAM, , , 50000,50, , 
586,SAWSBUCK,SPRING,POKEMON_TYPE_NORMAL,POKEMON_TYPE_GRASS,0.15,0.05, 190, 198, 146, FEINT_ATTACK_FAST TAKE_DOWN_FAST,MEGAHORN SOLAR_BEAM WILD_CHARGE HYPER_BEAM, , , 50000,50, , 
586,SAWSBUCK,SUMMER,POKEMON_TYPE_NORMAL,POKEMON_TYPE_GRASS,0.15,0.05, 190, 198, 146, FEINT_ATTACK_FAST TAKE_DOWN_FAST,MEGAHORN SOLAR_BEAM WILD_CHARGE HYPER_BEAM, , , 50000,50, , 
586,SAWSBUCK,WINTER,POKEMON_TYPE_NORMAL,POKEMON_TYPE_GRASS,0.2,0.07, 190, 198, 146, FEINT_ATTACK_FAST TAKE_DOWN_FAST,MEGAHORN SOLAR_BEAM WILD_CHARGE HYPER_BEAM, , , 50000,50, , 
